timestamp,processId,threadId,parentProcessId,userId,mountNamespace,processName,hostName,eventId,eventName,stackAddresses,argsNum,returnValue,args,sus,evil
450.719924,7330,7330,7122,0,4026531840,sshd,ip-10-100-1-55,41,socket,"[139689852512523, 139689852757003, 94512031559488]",3,4,"[{'name': 'domain', 'type': 'int', 'value': 'AF_UNIX'}, {'name': 'type', 'type': 'int', 'value': 'SOCK_STREAM|SOCK_NONBLOCK|SOCK_CLOEXEC'}, {'name': 'protocol', 'type': 'int', 'value': 0}]",0,0
450.720131,7330,7330,7122,0,4026531840,sshd,ip-10-100-1-55,42,connect,"[139689852510983, 139689852757003, 94512031559488]",3,-2,"[{'name': 'sockfd', 'type': 'int', 'value': 4}, {'name': 'addr', 'type': 'void*', 'value': ""{'sa_family': 'AF_UNIX','sun_path': '/var/run/nscd/socket'}""}, {'name': 'addrlen', 'type': 'int', 'value': 110}]",0,0
450.72033,7329,7329,7122,0,4026531840,sshd,ip-10-100-1-55,3,close,"[139689496190491, 139689496106523]",1,0,"[{'name': 'fd', 'type': 'int', 'value': 4}]",0,0
450.721879,7330,7330,7122,0,4026531840,sshd,ip-10-100-1-55,3,close,"[139689852458155, 139689852757003, 94512031559488]",1,0,"[{'name': 'fd', 'type': 'int', 'value': 4}]",0,0
450.721974,7330,7330,7122,0,4026531840,sshd,ip-10-100-1-55,1005,security_file_open,[139689852458588],4,0,"[{'name': 'pathname', 'type': 'const char*', 'value': '/etc/nsswitch.conf'}, {'name': 'flags', 'type': 'unsigned long', 'value': 'O_RDONLY|O_LARGEFILE'}, {'name': 'dev', 'type': 'dev_t', 'value': 211812353}, {'name': 'inode', 'type': 'unsigned long', 'value': 22}]",0,0
450.722135,7330,7330,7122,0,4026531840,sshd,ip-10-100-1-55,257,openat,[],4,4,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/etc/nsswitch.conf'}, {'name': 'flags', 'type': 'unsigned long', 'value': 'O_RDONLY|O_CLOEXEC'}, {'name': 'mode', 'type': 'int*', 'value': 336123484}]",0,0
450.722177,7330,7330,7122,0,4026531840,sshd,ip-10-100-1-55,5,fstat,[139689852434057],2,0,"[{'name': 'fd', 'type': 'int', 'value': 4}, {'name': 'statbuf', 'type': 'struct stat*', 'value': '0x7FFDEAFEF650'}]",0,0
450.722273,7330,7330,7122,0,4026531840,sshd,ip-10-100-1-55,3,close,[139689852458155],1,0,"[{'name': 'fd', 'type': 'int', 'value': 4}]",0,0
450.722473,7329,7329,7122,0,4026531840,sshd,ip-10-100-1-55,1005,security_file_open,[139689489315420],4,0,"[{'name': 'pathname', 'type': 'const char*', 'value': '/etc/passwd'}, {'name': 'flags', 'type': 'unsigned long', 'value': 'O_RDONLY|O_LARGEFILE'}, {'name': 'dev', 'type': 'dev_t', 'value': 211812353}, {'name': 'inode', 'type': 'unsigned long', 'value': 61242}]",0,0
450.722555,7330,7330,7122,0,4026531840,sshd,ip-10-100-1-55,1005,security_file_open,"[139689859333976, 139689859250570]",4,0,"[{'name': 'pathname', 'type': 'const char*', 'value': '/etc/ld.so.cache'}, {'name': 'flags', 'type': 'unsigned long', 'value': 'O_RDONLY|O_LARGEFILE'}, {'name': 'dev', 'type': 'dev_t', 'value': 211812353}, {'name': 'inode', 'type': 'unsigned long', 'value': 62842}]",0,0
450.722697,7329,7329,7122,0,4026531840,sshd,ip-10-100-1-55,257,openat,[],4,4,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/etc/passwd'}, {'name': 'flags', 'type': 'unsigned long', 'value': 'O_RDONLY|O_CLOEXEC'}, {'name': 'mode', 'type': 'int*', 'value': 4267947612}]",0,0
